        48         48        677
        48         48        767
        49         49          3
        49         49         19
        49         49         28
        49         49         35
        49         49         48
        49         49         67
        49         49         95
        49         49        263
        49         49        277
        49         49        293
        49         49        322
        49         49        336
        49         49        359
        49         49        480
        49         49        518
        49         49        647
        49         49        722
        49         49        744
        49         49        963
        50         50         25
        50         50         80
        50         50        414
        50         50        571
        50         50        808
        50         50        870
        51         51        682
        51         51        827
        51         51        941
        52         52          3
        52         52        111
        52         52        326
        52         52        368
        52         52        422
        52         52        451
        52         52        487
        52         52        523
        52         52        570
        52         52        899
        53         53          3
        53         53         14
        53         53         19
        53         53         66
        53         53        111
        53         53        163
        53         53        248
        53         53        261
        53         53        277
        53         53        395
        53         53        451
        53         53        487
        53         53        488
        53         53        518
        53         53        523
        53         53        714
        53         53        902
        53         53        903
        54         54         80
        54         54        472
        54         54        732
        54         54        737
        54         54        885
        55         55         97
        55         55        144
        55         55        318
        55         55        595
        55         55        622
        55         55        794
        55         55        830
        55         55        870
        56         56          3
        56         56         28
        56         56         35
        56         56         48
        56         56        263
        56         56        322
        56         56        336
        56         56        359
        56         56        480
        56         56        518
        56         56        622
        56         56        647
        56         56        744
        57         57        432
        57         57        472
        57         57        767
        57         57        938
        58         58         42
        58         58         73
        58         58         85
        58         58        188
        58         58        210
        58         58        212
        58         58        238
        58         58        259
        58         58        319
        58         58        456
        58         58        677
        58         58        707
        58         58        767
        58         58        825
        58         58        886
        59         59          3
        59         59         28
        59         59         35
        59         59         69
        59         59         80
        59         59        336
        59         59        472
        59         59        518
        59         59        662
        59         59        732
        59         59        744
        59         59        833
        59         59        885
        60         60         25
        60         60         80
        60         60        307
        60         60        443
        60         60        470
        60         60        571
        60         60        723
        60         60        973
        61         61         14
        61         61         66
        61         61         80
        61         61        163
        61         61        472
        61         61        518
        61         61        732
        61         61        737
        61         61        833
        61         61        902
        61         61        903
        62         62         80
        62         62        404
        62         62        472
        62         62        475
        62         62        732
        62         62        737
        62         62        833
        62         62        885
        63         63          8
        63         63        100
        63         63        123
        63         63        782
        63         63        863
        63         63        876
        64         64         19
        64         64         40
        64         64        138
        64         64        212
        64         64        359
        64         64        405
        64         64        685
        64         64        780
        64         64        858
        64         64        944
        65         65         73
        65         65        188
        65         65        319
        65         65        456
        65         65        707
        65         65        756
        65         65        767
        65         65        825
        66         66         48
        66         66         73
        66         66        188
        66         66        319
        66         66        322
        66         66        359
        66         66        456
        66         66        480
        66         66        622
        66         66        647
        66         66        707
        66         66        756
        66         66        767
        66         66        825
        67         67         14
        67         67         42
        67         67         66
        67         67        163
        67         67        212
        67         67        238
        67         67        259
        67         67        518
        67         67        677
        67         67        767
        67         67        902
        67         67        903
        68         68         48
        68         68         63
        68         68        192
        68         68        395
        68         68        470
        68         68        610
        68         68        885
        68         68        973
        69         69          3
        69         69         48
        69         69        111
        69         69        277
        69         69        451
        69         69        470
        69         69        487
        69         69        488
        69         69        610
        69         69        885
        69         69        973
        70         70         80
        70         70        111
        70         70        451
        70         70        472
        70         70        475
        70         70        487
        70         70        488
        70         70        523
        70         70        732
        70         70        737
        70         70        833
        70         70        885
        71         71        772
        71         71        876
        72         72          3
        72         72         19
        72         72        111
        72         72        203
        72         72        277
        72         72        451
        72         72        487
        72         72        488
        72         72        523
        72         72        613
        72         72        647
        73         73         14
        73         73         66
        73         73        163
        73         73        518
        73         73        595
        73         73        764
        73         73        903
        74         74         26
        74         74         79
        74         74        168
        74         74        231
        74         74        238
        74         74        444
        74         74        477
        74         74        570
        74         74        628
        74         74        668
        74         74        722
        74         74        737
        74         74        756
        75         75         19
        75         75        277
        75         75        307
        75         75        443
        75         75        470
        75         75        723
        75         75        973
        76         76         12
        76         76         51
        76         76         69
        76         76        243
        76         76        293
        76         76        299
        76         76        600
        76         76        800
        77         77         48
        77         77         95
        77         77        248
        77         77        261
        77         77        293
        77         77        322
        77         77        395
        77         77        480
        77         77        647
        77         77        714
        77         77        963
        78         78         19
        78         78         25
        78         78         80
        78         78        359
        78         78        414
        78         78        472
        78         78        571
        78         78        685
        78         78        732
        78         78        737
        78         78        808
        78         78        870
        78         78        885
        79         79         80
        79         79         97
        79         79        144
        79         79        318
        79         79        472
        79         79        595
        79         79        622
        79         79        732
        79         79        737
        79         79        794
        79         79        830
        79         79        833
        79         79        870
        79         79        885
        80         80         80
        80         80        472
        80         80        647
        80         80        732
        80         80        737
        80         80        738
        80         80        764
        80         80        833
        80         80        885
        81         81         12
        81         81         26
        81         81         51
        81         81         69
        81         81        203
        81         81        238
        81         81        243
        81         81        293
        81         81        299
        81         81        570
        81         81        600
        81         81        613
        81         81        628
        81         81        647
        81         81        767
        81         81        800
        82         82        168
        82         82        194
        82         82        231
        82         82        387
        82         82        432
        82         82        472
        82         82        669
        82         82        676
        82         82        737
        82         82        756
        82         82        767
        82         82        807
        82         82        908
        82         82        938
        83         83         14
        83         83         48
        83         83         66
        83         83         95
        83         83        163
        83         83        293
        83         83        322
        83         83        480
        83         83        518
        83         83        647
        83         83        902
        83         83        903
        83         83        963
        84         84         63
        84         84        247
        84         84        432
        84         84        435
        84         84        571
        84         84        601
        84         84        729
        84         84        740
        84         84        799
        84         84        965
        85         85         19
        85         85         63
        85         85        192
        85         85        210
        85         85        395
        85         85        475
        85         85        623
        85         85        714
        85         85        720
        85         85        778
        85         85        800
        86         86        144
        86         86        439
        87         87         12
        87         87         51
        87         87         69
        87         87         97
        87         87        144
        87         87        243
        87         87        293
        87         87        299
        87         87        318
        87         87        322
        87         87        359
        87         87        480
        87         87        595
        87         87        600
        87         87        622
        87         87        647
        87         87        720
        87         87        794
        87         87        800
        87         87        830
        87         87        870
        88         88         97
        88         88        144
        88         88        318
        88         88        595
        88         88        622
        88         88        794
        88         88        830
        88         88        870
        89         89          3
        89         89         19
        89         89         71
        89         89        144
        89         89        266
        89         89        277
        89         89        326
        89         89        338
        89         89        402
        89         89        439
        89         89        451
        89         89        487
        89         89        488
        89         89        523
        89         89        705
        89         89        707
        89         89        713
        89         89        738
        89         89        771
        89         89        807
        90         90         26
        90         90         97
        90         90        144
        90         90        238
        90         90        318
        90         90        570
        90         90        595
        90         90        622
        90         90        628
        90         90        794
        90         90        830
        90         90        870
        91         91         19
        91         91        138
        91         91        326
        91         91        359
        91         91        368
        91         91        422
        91         91        570
        91         91        685
        91         91        899
        92         92         14
        92         92         19
        92         92         66
        92         92        248
        92         92        261
        92         92        277
        92         92        395
        92         92        405
        92         92        732
        92         92        767
        92         92        902
        92         92        973
        93         93         12
        93         93         51
        93         93         69
        93         93        191
        93         93        243
        93         93        293
        93         93        299
        93         93        473
        93         93        486
        93         93        600
        93         93        682
        93         93        800
        93         93        827
        93         93        886
        93         93        941
        94         94          3
        94         94         48
        94         94         95
        94         94        111
        94         94        293
        94         94        322
        94         94        451
        94         94        480
        94         94        487
        94         94        488
        94         94        523
        94         94        629
        94         94        634
        94         94        647
        94         94        950
        94         94        963
        94         94        998
        95         95         19
        95         95        277
        95         95        480
        95         95        506
        95         95        629
        95         95        634
        95         95        767
        95         95        950
        95         95        998
        96         96         14
        96         96         66
        96         96         97
        96         96        144
        96         96        163
        96         96        318
        96         96        518
        96         96        595
        96         96        622
        96         96        794
        96         96        830
        96         96        870
        96         96        902
        97         97         26
        97         97         80
        97         97        472
        97         97        570
        97         97        628
        97         97        732
        97         97        737
        97         97        833
        97         97        885
        98         98         36
        98         98        569
        98         98        662
        98         98        845
        98         98        904
        98         98        994
        99         99         19
        99         99         63
        99         99        247
        99         99        277
        99         99        432
        99         99        435
        99         99        571
        99         99        601
        99         99        729
        99         99        740
        99         99        799
        99         99        965
       100        100         19
       100        100        277
       100        100        326
       100        100        368
       100        100        422
       100        100        570
       100        100        705
       100        100        713
       100        100        767
       100        100        899
       101        101        326
       101        101        368
       101        101        405
       101        101        422
       101        101        570
       101        101        647
       101        101        738
       101        101        764
       101        101        780
       101        101        858
       101        101        899
       101        101        944
       102        102          3
       102        102        111
       102        102        307
       102        102        443
       102        102        451
       102        102        470
       102        102        487
       102        102        488
       102        102        523
       102        102        598
       102        102        628
       102        102        723
       102        102        729
       102        102        973
       103        103         42
       103        103        203
       103        103        212
       103        103        238
       103        103        259
       103        103        613
       103        103        647
       103        103        677
       103        103        767
       104        104         63
       104        104        192
       104        104        395
       104        104        404
       104        104        432
       104        104        472
       104        104        475
       104        104        767
       104        104        938
       105        105         95
       105        105        209
       105        105        281
       105        105        377
       105        105        443
       105        105        470
       105        105        647
       105        105        709
       105        105        723
       106        106         73
       106        106        188
       106        106        248
       106        106        261
       106        106        319
       106        106        395
       106        106        456
       106        106        707
       106        106        714
       106        106        756
       106        106        767
       106        106        825
       107        107          3
       107        107          8
       107        107        100
       107        107        111
       107        107        451
       107        107        487
       107        107        488
       107        107        523
       107        107        782
       107        107        876
       108        108         97
       108        108        144
       108        108        318
       108        108        472
       108        108        595
       108        108        720
       108        108        732
       108        108        737
       108        108        794
       108        108        800
       108        108        830
       108        108        833
       108        108        870
       108        108        885
       109        109         14
       109        109         39
       109        109         48
       109        109         63
       109        109         66
       109        109        163
       109        109        310
       109        109        336
       109        109        405
       109        109        432
       109        109        435
       109        109        470
       109        109        518
       109        109        610
       109        109        729
       109        109        799
       109        109        885
       109        109        902
       109        109        903
       109        109        965
       110        110         42
       110        110         85
       110        110         97
       110        110        144
       110        110        238
       110        110        259
       110        110        318
       110        110        595
       110        110        677
       110        110        767
       110        110        794
       110        110        830
       110        110        870
       110        110        886
       111        111        720
       111        111        767
       112        112          3
       112        112         28
       112        112         35
       112        112        168
       112        112        231
       112        112        263
       112        112        326
       112        112        336
       112        112        368
       112        112        422
       112        112        518
       112        112        570
       112        112        737
       112        112        744
       112        112        756
       112        112        899
       113        113         19
       113        113        277
       113        113        598
       113        113        628
       113        113        729
       113        113        767
       114        114        138
       114        114        203
       114        114        359
       114        114        598
       114        114        613
       114        114        628
       114        114        647
       114        114        685
       114        114        729
       115        115         28
       115        115         69
       115        115        506
       115        115        662
       115        115        720
       115        115        767
       115        115        800
       116        116          3
       116        116        111
       116        116        318
       116        116        331
       116        116        350
       116        116        451
       116        116        487
       116        116        488
       116        116        523
       116        116        610
       117        117        326
       117        117        327
       117        117        553
       117        117        707
       117        117        771
       117        117        807
       117        117        846
       118        118         26
       118        118         73
       118        118        169
       118        118        188
       118        118        238
       118        118        319
       118        118        423
       118        118        432
       118        118        456
       118        118        570
       118        118        628
       118        118        647
       118        118        707
       118        118        756
       118        118        767
       118        118        825
       119        119        212
       119        119        238
       119        119        259
       119        119        326
       119        119        368
       119        119        422
       119        119        570
       119        119        677
       119        119        767
       119        119        899
       120        120         48
       120        120        172
       120        120        197
       120        120        259
       120        120        299
       120        120        418
       120        120        449
       120        120        491
       120        120        649
       120        120        662
       120        120        782
       120        120        797
       120        120        874
       120        120        978
       121        121        168
       121        121        231
       121        121        722
       121        121        737
       121        121        756
       122        122         14
       122        122         66
       122        122        163
       122        122        210
       122        122        518
       122        122        623
       122        122        714
       122        122        778
       122        122        902
       122        122        903
       123        123        214
       123        123        247
       123        123        571
       123        123        601
       123        123        662
       123        123        737
       123        123        740
       123        123        773
       123        123        885
       124        124          3
       124        124         67
       124        124         69
       124        124        247
       124        124        359
       124        124        405
       124        124        571
       124        124        601
       124        124        662
       124        124        722
       124        124        732
       124        124        973
       125        125         40
       125        125        405
       125        125        780
       125        125        858
       125        125        944
       126        126        326
       126        126        368
       126        126        422
       126        126        570
       126        126        899
       127        127         19
       127        127         97
       127        127        144
       127        127        318
       127        127        595
       127        127        622
       127        127        794
       127        127        830
       127        127        870
       128        128         48
       128        128        169
       128        128        299
       128        128        423
       128        128        432
       128        128        497
       128        128        647
       128        128        797
       128        128        910
       128        128        994
       129        129         19
       129        129        277
       129        129        405
       129        129        732
       129        129        973
       130        130         19
       130        130        172
       130        130        214
       130        130        277
       130        130        662
       130        130        737
       130        130        773
       130        130        778
       130        130        885
       130        130        978
       131        131          3
       131        131         26
       131        131         28
       131        131         35
       131        131        238
       131        131        247
       131        131        263
       131        131        336
       131        131        518
       131        131        570
       131        131        571
       131        131        601
       131        131        628
       131        131        740
       131        131        744
       132        132        210
       132        132        480
       132        132        571
